id,name,date,artists,lyricists,composers,arrangers,discs,events
62,タカラモノズ,2014年1月29日,μ's,畑 亜貴,高田 暁,高田 暁,"{34, 166, 55}","[{'event': '106', 'concert': '147', 'performance': '230'}, {'event': '106', 'concert': '147', 'performance': '229'}, {'event': '106', 'concert': '146', 'performance': '228'}, {'event': '98', 'concert': '132', 'performance': '206'}, {'event': '98', 'concert': '132', 'performance': '205'}, {'event': '98', 'concert': '130', 'performance': '202'}, {'event': '98', 'concert': '129', 'performance': '198'}, {'event': '98', 'concert': '129', 'performance': '197'}, {'event': '98', 'concert': '128', 'performance': '195'}, {'event': '92', 'concert': '120', 'performance': '187'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}, {'event': '90', 'concert': '118', 'performance': '180'}, {'event': '88', 'concert': '116', 'performance': '178'}, {'event': '87', 'concert': '113', 'performance': '174'}]"
63,Paradise Live,2014年1月29日,μ's,畑 亜貴,倉内達矢,倉内達矢,"{34, 166, 55}",[]
64,ENDLESS PARADE,2014年1月29日,μ's,畑 亜貴,矢吹香那,矢吹香那,"{90, 166}",[]
65,それは僕たちの奇跡,2014年4月23日,μ's,畑 亜貴,黒須克彦,黒須克彦,"{44, 166, 55}","[{'event': '38', 'concert': '63', 'performance': '111'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '106', 'concert': '147', 'performance': '230'}, {'event': '106', 'concert': '147', 'performance': '229'}, {'event': '106', 'concert': '146', 'performance': '228'}, {'event': '105', 'concert': '144', 'performance': '225'}, {'event': '103', 'concert': '142', 'performance': '223'}, {'event': '102', 'concert': '141', 'performance': '222'}, {'event': '101', 'concert': '140', 'performance': '221'}, {'event': '98', 'concert': '133', 'performance': '210'}, {'event': '98', 'concert': '133', 'performance': '209'}, {'event': '98', 'concert': '130', 'performance': '200'}, {'event': '98', 'concert': '129', 'performance': '198'}, {'event': '98', 'concert': '129', 'performance': '197'}, {'event': '98', 'concert': '128', 'performance': '196'}, {'event': '98', 'concert': '128', 'performance': '195'}, {'event': '98', 'concert': '128', 'performance': '194'}, {'event': '98', 'concert': '128', 'performance': '193'}, {'event': '92', 'concert': '122', 'performance': '190'}, {'event': '92', 'concert': '121', 'performance': '189'}, {'event': '92', 'concert': '121', 'performance': '188'}, {'event': '92', 'concert': '120', 'performance': '187'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}, {'event': '100', 'concert': '139', 'performance': '220'}, {'event': '88', 'concert': '116', 'performance': '178'}, {'event': '89', 'concert': '117', 'performance': '179'}]"
66,だってだって噫無情,2014年4月23日,μ's,畑 亜貴,江並哲志,増田武史,"{44, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
67,どんなときもずっと,2014年5月8日,μ's,畑 亜貴,佐々木裕,佐々木裕,"{45, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '106', 'concert': '147', 'performance': '230'}, {'event': '106', 'concert': '146', 'performance': '228'}, {'event': '103', 'concert': '142', 'performance': '223'}, {'event': '98', 'concert': '138', 'performance': '219'}, {'event': '98', 'concert': '137', 'performance': '217'}, {'event': '98', 'concert': '136', 'performance': '215'}, {'event': '98', 'concert': '133', 'performance': '210'}, {'event': '98', 'concert': '133', 'performance': '208'}, {'event': '98', 'concert': '132', 'performance': '206'}, {'event': '98', 'concert': '131', 'performance': '204'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
68,COLORFUL VOICE,2014年5月8日,μ's,畑 亜貴,渡辺和紀,渡辺和紀,"{45, 166, 55}","[{'event': '91', 'concert': '119', 'performance': '181'}]"
69,ユメノトビラ,2014年5月28日,μ's,畑 亜貴,佐伯高志,佐伯高志,"{166, 46, 55}","[{'event': '38', 'concert': '63', 'performance': '111'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '101', 'concert': '140', 'performance': '221'}, {'event': '98', 'concert': '133', 'performance': '208'}, {'event': '98', 'concert': '133', 'performance': '207'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
70,SENTIMENTAL StepS,2014年5月28日,μ's,畑 亜貴,高阪昌至,清水哲平,"{166, 46, 55}","[{'event': '91', 'concert': '119', 'performance': '182'}]"
71,Love wing bell,2014年6月11日,星空 凛、西木野真姫、小泉花陽、絢瀬絵里、東條 希、矢澤にこ,畑 亜貴,森慎太郎,森慎太郎,"{55, 166, 47}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
72,Dancing stars on me!,2014年6月11日,μ's,畑 亜貴,佐伯高志,佐伯高志,"{55, 166, 47}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '98', 'concert': '136', 'performance': '215'}, {'event': '98', 'concert': '136', 'performance': '214'}, {'event': '92', 'concert': '121', 'performance': '189'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
73,シアワセ行きのSMILING!,2014年6月20日,高坂穂乃果,畑 亜貴,渡辺未来,渡辺未来,"{184, 82, 166}","[{'event': '91', 'concert': '119', 'performance': '182'}]"
74,KiRa-KiRa Sensation!,2014年7月9日,μ's,畑 亜貴,本田光史郎,本田光史郎,"{48, 166, 55}","[{'event': '38', 'concert': '63', 'performance': '111'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '104', 'concert': '143', 'performance': '224'}, {'event': '103', 'concert': '142', 'performance': '223'}, {'event': '102', 'concert': '141', 'performance': '222'}, {'event': '101', 'concert': '140', 'performance': '221'}, {'event': '98', 'concert': '130', 'performance': '202'}, {'event': '98', 'concert': '130', 'performance': '201'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
75,Happy maker!,2014年7月9日,μ's,畑 亜貴,前口 渉,前口 渉,"{48, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
76,ずるいよMagnetic today,2014年7月25日,西木野真姫、矢澤にこ,畑 亜貴,岡本健介,岡本健介,"{184, 83, 166}","[{'event': '91', 'concert': '119', 'performance': '182'}]"
77,これまでのラブライブ！ ～ミュージカルver.～,2014年8月27日,高坂穂乃果,京極尚彦,藤澤慶昌,藤澤慶昌,{49},[]
78,Shocking Party,2014年8月27日,A-RISE,畑 亜貴,板垣祐介,板垣祐介,{49},[]
79,くるりんMIRACLE,2014年8月27日,星空 凛,畑 亜貴,森慎太郎,森慎太郎,"{184, 84, 166}","[{'event': '98', 'concert': '138', 'performance': '219'}, {'event': '98', 'concert': '138', 'performance': '218'}, {'event': '98', 'concert': '131', 'performance': '204'}, {'event': '98', 'concert': '131', 'performance': '203'}, {'event': '91', 'concert': '119', 'performance': '182'}]"
80,Storm in Lover,2014年9月24日,絢瀬絵里、園田海未,畑 亜貴,増田武史,増田武史,"{184, 85, 166}","[{'event': '91', 'concert': '119', 'performance': '182'}]"
81,Shangri-La Shower,2014年10月1日,μ's,畑 亜貴,倉内達矢,倉内達矢,"{50, 166, 55}","[{'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
82,るてしキスキしてる,2014年10月1日,μ's,畑 亜貴,佐伯高志,佐伯高志,"{50, 166, 55}",[]
83,もしもからきっと,2014年10月29日,東條 希,畑 亜貴,川崎里実,森谷敏紀,"{184, 166, 86}","[{'event': '91', 'concert': '119', 'performance': '182'}]"
84,永遠フレンズ,2014年11月12日,Printemps,畑 亜貴,中土智博,中土智博,"{51, 166, 55}","[{'event': '98', 'concert': '134', 'performance': '212'}, {'event': '98', 'concert': '134', 'performance': '211'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
85,小夜啼鳥恋詩,2014年11月12日,Printemps,畑 亜貴,渡辺和紀,渡辺和紀,"{51, 166, 55}","[{'event': '91', 'concert': '119', 'performance': '181'}]"
86,好きですが好きですか？,2014年11月21日,南ことり、小泉花陽,畑 亜貴,渡辺和紀,渡辺和紀,"{184, 166, 87}","[{'event': '91', 'concert': '119', 'performance': '182'}]"
87,秋のあなたの空遠く,2014年11月26日,lily white,畑 亜貴,増田武史,増田武史,"{52, 166, 55}","[{'event': '91', 'concert': '119', 'performance': '181'}]"
88,ふたりハピネス,2014年11月26日,lily white,畑 亜貴,佐々木裕,佐々木裕,"{52, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
89,冬がくれた予感,2014年12月24日,BiBi,畑 亜貴,佐伯高志,佐伯高志,"{53, 166, 55}","[{'event': '91', 'concert': '119', 'performance': '181'}]"
90,Trouble Busters,2014年12月24日,BiBi,畑 亜貴,佐々倉有吾,倉内達矢,"{53, 166, 55}","[{'event': '91', 'concert': '119', 'performance': '181'}]"
91,そして最後のページには,2014年12月25日,μ's,畑 亜貴,渡辺和紀,渡辺和紀,"{88, 166, 184}","[{'event': '91', 'concert': '119', 'performance': '182'}]"
92,CheerDay CheerGirl!,2014年12月25日,Printemps,畑 亜貴,佐々木裕,佐々木裕,"{184, 93, 166}",[]
93,同じ星が見たい,2014年12月25日,lily white,畑 亜貴,渡辺和紀,渡辺和紀,"{184, 166, 95}",[]
94,Silent tonight,2014年12月25日,BiBi,畑 亜貴,佐々木裕,佐々木裕,"{184, 166, 94}","[{'event': '98', 'concert': '137', 'performance': '217'}, {'event': '98', 'concert': '137', 'performance': '216'}]"
95,Dreamin' Go! Go!!,2015年1月14日,μ's,畑 亜貴,TSUKASA,Kon-K,"{91, 166}","[{'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
96,ミはμ'sicのミ,2015年4月22日,μ's,畑 亜貴,高田 暁,高田 暁,"{166, 54}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '106', 'concert': '147', 'performance': '230'}, {'event': '106', 'concert': '147', 'performance': '229'}, {'event': '106', 'concert': '146', 'performance': '228'}, {'event': '98', 'concert': '138', 'performance': '219'}, {'event': '98', 'concert': '138', 'performance': '218'}, {'event': '98', 'concert': '137', 'performance': '217'}, {'event': '98', 'concert': '137', 'performance': '216'}, {'event': '98', 'concert': '136', 'performance': '215'}, {'event': '98', 'concert': '136', 'performance': '214'}, {'event': '98', 'concert': '134', 'performance': '212'}, {'event': '98', 'concert': '134', 'performance': '211'}, {'event': '98', 'concert': '133', 'performance': '210'}, {'event': '98', 'concert': '133', 'performance': '209'}, {'event': '98', 'concert': '133', 'performance': '208'}, {'event': '98', 'concert': '133', 'performance': '207'}, {'event': '98', 'concert': '132', 'performance': '206'}, {'event': '98', 'concert': '132', 'performance': '205'}, {'event': '98', 'concert': '131', 'performance': '204'}, {'event': '98', 'concert': '131', 'performance': '203'}, {'event': '98', 'concert': '130', 'performance': '202'}, {'event': '98', 'concert': '130', 'performance': '201'}, {'event': '98', 'concert': '130', 'performance': '200'}, {'event': '98', 'concert': '129', 'performance': '198'}, {'event': '98', 'concert': '129', 'performance': '197'}, {'event': '98', 'concert': '128', 'performance': '196'}, {'event': '98', 'concert': '128', 'performance': '195'}, {'event': '98', 'concert': '128', 'performance': '194'}, {'event': '98', 'concert': '128', 'performance': '193'}]"
97,Super LOVE=Super LIVE!,2015年4月22日,μ's,畑 亜貴,河田貴央,河田貴央,"{166, 54}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
98,MUSEUMでどうしたい？,2015年5月23日,Printemps,畑 亜貴,増田武史,増田武史,"{96, 166}",[]
99,最低で最高のParadiso,2015年5月23日,BiBi,畑 亜貴,木村有希,木村有希,"{97, 166}",[]
100,乙姫心で恋宮殿,2015年5月23日,lily white,畑 亜貴,三浦誠司,三浦誠司,"{98, 166}",[]
101,Angelic Angel,2015年7月1日,μ's,畑 亜貴,森慎太郎,倉内達矢,"{56, 166}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
102,"Hello,星を数えて",2015年7月1日,星空 凛、西木野真姫、小泉花陽,畑 亜貴,山口朗彦,山口朗彦,"{56, 166}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
103,SUNNY DAY SONG,2015年7月8日,μ's,畑 亜貴,倉内達矢,倉内達矢,"{57, 166}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
104,？←HEARTBEAT,2015年7月8日,絢瀬絵里、東條 希、矢澤にこ,畑 亜貴,本田光史郎,本田光史郎,"{57, 166}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
105,僕たちはひとつの光,2015年7月15日,μ's,畑 亜貴,ZAQ,EFFY,"{58, 166}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
106,Future style,2015年7月15日,高坂穂乃果、南ことり、園田海未,畑 亜貴,本田光史郎,本田光史郎,"{58, 166}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
249,As Time Goes By,2015年8月5日,女性シンガー,Herman Hupfeld,Herman Hupfeld,藤澤慶昌,{59},[]
120,君のこころは輝いてるかい？,2015年10月7日,Aqours,畑 亜貴,光増ハジメ,EFFY,"{178, 99}","[{'event': '46', 'concert': '72', 'performance': '128'}, {'event': '42', 'concert': '67', 'performance': '118'}, {'event': '42', 'concert': '67', 'performance': '117'}, {'event': '38', 'concert': '63', 'performance': '111'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '30', 'concert': '55', 'performance': '102'}, {'event': '30', 'concert': '55', 'performance': '101'}, {'event': '29', 'concert': '54', 'performance': '99'}, {'event': '27', 'concert': '52', 'performance': '96'}, {'event': '27', 'concert': '52', 'performance': '95'}, {'event': '27', 'concert': '51', 'performance': '94'}, {'event': '27', 'concert': '51', 'performance': '93'}, {'event': '27', 'concert': '50', 'performance': '92'}, {'event': '27', 'concert': '50', 'performance': '91'}, {'event': '27', 'concert': '49', 'performance': '90'}, {'event': '27', 'concert': '49', 'performance': '89'}, {'event': '22', 'concert': '48', 'performance': '88'}, {'event': '22', 'concert': '48', 'performance': '87'}, {'event': '25', 'concert': '39', 'performance': '66'}, {'event': '54', 'concert': '80', 'performance': '136'}, {'event': '23', 'concert': '35', 'performance': '60'}, {'event': '23', 'concert': '35', 'performance': '59'}, {'event': '20', 'concert': '31', 'performance': '52'}, {'event': '52', 'concert': '78', 'performance': '134'}, {'event': '18', 'concert': '30', 'performance': '51'}, {'event': '18', 'concert': '30', 'performance': '50'}, {'event': '19', 'concert': '29', 'performance': '49'}, {'event': '18', 'concert': '28', 'performance': '48'}, {'event': '18', 'concert': '28', 'performance': '47'}, {'event': '18', 'concert': '27', 'performance': '46'}, {'event': '18', 'concert': '27', 'performance': '45'}, {'event': '16', 'concert': '21', 'performance': '33'}, {'event': '13', 'concert': '19', 'performance': '30'}, {'event': '13', 'concert': '19', 'performance': '29'}, {'event': '13', 'concert': '18', 'performance': '28'}, {'event': '13', 'concert': '18', 'performance': '27'}, {'event': '13', 'concert': '18', 'performance': '26'}, {'event': '10', 'concert': '13', 'performance': '18'}, {'event': '10', 'concert': '13', 'performance': '17'}, {'event': '10', 'concert': '11', 'performance': '15'}, {'event': '10', 'concert': '11', 'performance': '14'}, {'event': '10', 'concert': '10', 'performance': '13'}, {'event': '10', 'concert': '10', 'performance': '12'}, {'event': '9', 'concert': '9', 'performance': '11'}, {'event': '8', 'concert': '8', 'performance': '10'}, {'event': '7', 'concert': '7', 'performance': '9'}, {'event': '5', 'concert': '5', 'performance': '7'}, {'event': '5', 'concert': '5', 'performance': '6'}, {'event': '4', 'concert': '4', 'performance': '5'}, {'event': '4', 'concert': '4', 'performance': '4'}, {'event': '2', 'concert': '2', 'performance': '2'}, {'event': '1', 'concert': '1', 'performance': '1'}]"
